epoch,train_loss,train_error,train_acc,train_soft_ratio,train_score_mean,train_topk_mean,train_score_std,val_loss,val_error,val_acc,val_soft_ratio,val_score_mean,val_topk_mean,val_score_std,test_loss,test_error,test_acc,test_soft_ratio,test_score_mean,test_topk_mean,test_score_std
1,0.4837046234900195,0.5090180360721442,0.49098196392785576,0.5046197112672076,0.5188943618882396,0.7601643212751779,0.11483428896477592,0.344171857161747,0.3986013986013986,0.6013986013986015,0.5252680603440825,0.6020904510588079,0.7963293707454121,0.10384193906671257,,,,,,,
2,0.36329043912841286,0.45190380761523047,0.5480961923847696,0.4990731260043108,0.49660286380496915,0.772646134222796,0.11397496333909417,0.25421668117592383,0.3146853146853147,0.6853146853146853,0.4962838390073576,0.4854951286232555,0.7849627588387136,0.11852870721588159,,,,,,,
3,0.3356611783241103,0.3667334669338677,0.6332665330661322,0.49749598767093284,0.4902612038389714,0.774941388017429,0.11131757083918176,0.26622040171202244,0.32167832167832167,0.6783216783216783,0.4955595748407857,0.4824590788229362,0.7644129858150349,0.11000090011499718,,,,,,,
4,0.341433817255712,0.3927855711422846,0.6072144288577155,0.4973903145484313,0.48983817242966865,0.7742852042755766,0.11083135022529829,0.2680016269425412,0.32867132867132864,0.6713286713286714,0.49665516885844146,0.4868806840239705,0.7789119490376719,0.11497312638716499,,,,,,,
5,0.32514026612118035,0.3817635270541082,0.6182364729458918,0.4973336428941371,0.48961053493027695,0.7775969027517315,0.1112824478098014,0.2879142375936458,0.36363636363636365,0.6363636363636364,0.4948223939725569,0.4793933126684669,0.7617740259095506,0.10447932984289172,,,,,,,
6,0.3279213260967501,0.3557114228456914,0.6442885771543085,0.49743332300253046,0.489992002432117,0.7745113117482237,0.1090192857528766,0.28499000243373684,0.3776223776223776,0.6223776223776224,0.4987408416671353,0.49534912115627233,0.7902680992871731,0.1162468123891215,,,,,,,
7,0.3008987572294229,0.33567134268537074,0.6643286573146292,0.49682172523710677,0.4875459586809537,0.7803003448910847,0.11010310432793412,0.30183052581611214,0.32167832167832167,0.6783216783216783,0.49806954914873297,0.492538007406088,0.7746761259915945,0.10712675651913131,,,,,,,
8,0.2893603485234395,0.3096192384769539,0.6903807615230462,0.49659391706118844,0.486625311773024,0.7791596259735152,0.10915825203693806,0.281870737828158,0.3076923076923077,0.6923076923076923,0.4948881741587099,0.47980073907158594,0.7771178029633902,0.11015361878806008,,,,,,,
9,0.306381929932696,0.3066132264529058,0.6933867735470942,0.4966600493104281,0.48688959245213526,0.7801469276567738,0.10872267334178866,0.3028418910461706,0.3356643356643357,0.6643356643356644,0.4965713970311038,0.48660963304809757,0.7865702306682413,0.11205054959852144,,,,,,,
10,0.2958232335473797,0.2905811623246493,0.7094188376753507,0.4965010177276894,0.4862397467952692,0.7783010943917807,0.10724416826403735,0.34975534357078425,0.34965034965034963,0.6503496503496504,0.49589207976848093,0.48376832079220483,0.768713042244211,0.1029899643808994,,,,,,,
test,,,,,,,,,,,,,,,0.2814462399535012,0.34385964912280703,0.656140350877193,0.4967584560837662,0.487410568249853,0.7893823670190677,0.1192007925651412
