epoch,train_loss,train_error,train_acc,train_soft_ratio,train_score_mean,train_topk_mean,train_score_std,val_loss,val_error,val_acc,val_soft_ratio,val_score_mean,val_topk_mean,val_score_std,test_loss,test_error,test_acc,test_soft_ratio,test_score_mean,test_topk_mean,test_score_std
15,0.27009113241203564,0.2374749498997996,0.7625250501002004,0.49679873468641766,0.4874710522756309,0.7740202505955237,0.11142247144547189,0.30782230316915293,0.25874125874125875,0.7412587412587412,0.4963607060742545,0.48571448580368415,0.7691808479440796,0.1109660173443934,,,,,,,
16,0.2850663671624625,0.2374749498997996,0.7625250501002004,0.49648009154027356,0.48619194772236335,0.7735351301236956,0.11133447196847854,0.33072498806758777,0.27972027972027974,0.7202797202797202,0.4960140325389542,0.4843014331755938,0.7650515852899819,0.10964499849262745,,,,,,,
17,0.2836803178823663,0.23046092184368738,0.7695390781563126,0.49653218952352873,0.48638791850728835,0.7719600497183198,0.10990662227117853,0.35444008527727394,0.2727272727272727,0.7272727272727273,0.49724790724841034,0.489307340312671,0.778000570781581,0.11334042923632436,,,,,,,
18,0.26937652918470945,0.22244488977955912,0.7775551102204409,0.4968954745478525,0.4878591546911993,0.7751230354717595,0.11113621991077337,0.35788458398172074,0.26573426573426573,0.7342657342657343,0.4961438206109134,0.4848320215315252,0.7690994657211371,0.10824422492039995,,,,,,,
19,0.25544453672840745,0.19739478957915832,0.8026052104208417,0.4965955722845628,0.486651609007844,0.7747408589105568,0.11076307696017823,0.36651285251902116,0.25874125874125875,0.7412587412587412,0.49721329320560803,0.4891682342215852,0.7759443852868113,0.11120505084632082,,,,,,,
20,0.259347666568218,0.1933867735470942,0.8066132264529058,0.49685845940648193,0.48771468312563543,0.7759822859524008,0.11154098950983407,0.3720415396733092,0.27972027972027974,0.7202797202797202,0.49617772710906877,0.48498506291762933,0.7690585317103179,0.10876292003956917,,,,,,,
21,0.25158067284252694,0.18036072144288579,0.8196392785571143,0.49655085488526757,0.4864722583330944,0.7746192447408168,0.11058107365430417,0.38017192618413403,0.2867132867132867,0.7132867132867133,0.49611685555298013,0.48469500003994764,0.7637205376074865,0.10484857307958671,,,,,,,
22,0.24127924770587134,0.16633266533066132,0.8336673346693386,0.49664444973569116,0.4868398816707378,0.7731104408482272,0.10933221677572043,0.3874061581893609,0.27972027972027974,0.7202797202797202,0.4966601466799116,0.486910699026568,0.7689861390557322,0.10838581851139743,,,,,,,
23,0.2314600192312756,0.16432865731462926,0.8356713426853708,0.49677118605267784,0.48735445101777153,0.7748230667952785,0.11016072404761248,0.3840606515198112,0.2727272727272727,0.7272727272727273,0.49643620827814916,0.4860140264451087,0.769734885309126,0.10907016189807987,,,,,,,
test,,,,,,,,,,,,,,,0.36979857789058435,0.3298245614035088,0.6701754385964912,0.4969300655942214,0.48800369020093953,0.7713114206205335,0.11137177542530066
