epoch,train_loss,train_error,train_acc,train_soft_ratio,train_score_mean,train_topk_mean,train_score_std,val_loss,val_error,val_acc,val_soft_ratio,val_score_mean,val_topk_mean,val_score_std,test_loss,test_error,test_acc,test_soft_ratio,test_score_mean,test_topk_mean,test_score_std
1,0.4114565069419528,0.4529058116232465,0.5470941883767535,0.5041051967170291,0.5168558674937259,0.7606909752996985,0.11741691499664812,0.40044652170443035,0.4195804195804196,0.5804195804195804,0.502210907585971,0.5091610007977986,0.7663573950945914,0.10939174393595724,,,,,,,
2,0.3544548416047363,0.3837675350701403,0.6162324649298597,0.5000374486486993,0.5004835814566078,0.7684750284902557,0.11596152837013075,0.2839257141145376,0.32167832167832167,0.6783216783216783,0.4971031465313651,0.4887328358380111,0.7698926701620742,0.12322860405050948,,,,,,,
3,0.33348921456473146,0.37074148296593185,0.6292585170340681,0.4983439175841326,0.4936799352955006,0.7703467354268014,0.11456758435442298,0.28346103028609204,0.3006993006993007,0.6993006993006994,0.4976660532134396,0.49096131647800234,0.7680427203853647,0.11690488645816678,,,,,,,
4,0.3365935515332407,0.37975951903807614,0.6202404809619239,0.4983723991082044,0.4938052037286615,0.7695335684892888,0.1140930142425344,0.28778761007881665,0.32867132867132864,0.6713286713286714,0.49558973166492437,0.4824917114281154,0.7415602806356404,0.10114033925965742,,,,,,,
5,0.32212401672690094,0.3637274549098196,0.6362725450901804,0.4979287298743376,0.4920115477605191,0.7711181627485699,0.11274767349117654,0.37137323018762614,0.4195804195804196,0.5804195804195804,0.5026444907371814,0.5108784691437142,0.7547204138098896,0.10076359742633685,,,,,,,
6,0.33300918735235274,0.35470941883767537,0.6452905811623246,0.4985866556783955,0.4946471172905637,0.7686073930713839,0.11264231222642507,0.2707475870587192,0.34965034965034963,0.6503496503496504,0.4989628558392291,0.4963231406637005,0.7916744601476443,0.12140499907008444,,,,,,,
7,0.3071994883808977,0.3527054108216433,0.6472945891783567,0.4979293605906213,0.4920191498163468,0.7696208758708948,0.11305108313721218,0.2780165727790836,0.3146853146853147,0.6853146853146853,0.49744654389528126,0.49008663707262984,0.7652349176106753,0.11240228461069088,,,,,,,
8,0.30212145423020176,0.3286573146292585,0.6713426853707415,0.4976544547116828,0.49091525535604996,0.769171733506218,0.11261724042314253,0.3068077905767864,0.3986013986013986,0.6013986013986015,0.4959887651713578,0.484179917019564,0.7610553062253899,0.10695432661544088,,,,,,,
9,0.3266825023105364,0.3316633266533066,0.6683366733466933,0.49741115380742984,0.48991806166086027,0.7662362685811543,0.11043194129798031,0.3096619697769622,0.34265734265734266,0.6573426573426573,0.5047092802457877,0.5194754000310298,0.8098447923060064,0.11674575407833017,,,,,,,
10,0.3081290209759213,0.3456913827655311,0.654308617234469,0.49848470775660625,0.49423824262642907,0.7708916794769989,0.1118231286949857,0.32115765236370214,0.3776223776223776,0.6223776223776224,0.4965277849794268,0.4863554481026176,0.7680311139438536,0.10679784227061652,,,,,,,
11,0.2851801961996333,0.3166332665330661,0.6833667334669339,0.4967521623463812,0.48728950995063497,0.7730214608486048,0.1130533992226062,0.292169655822999,0.3356643356643357,0.6643356643356644,0.495729797786766,0.48311116968418333,0.7574163434597162,0.10269538627878821,,,,,,,
12,0.28894689103928145,0.28557114228456915,0.7144288577154309,0.49744794976137924,0.49007136980911536,0.7716488003402291,0.11079466412355284,0.2750761088739325,0.27972027972027974,0.7202797202797202,0.49772222809024624,0.4911959707945377,0.7737252308980568,0.11268389622446384,,,,,,,
13,0.2998008357140726,0.280561122244489,0.719438877755511,0.4969142104736072,0.48793191022290017,0.7714701349695842,0.11131079176035831,0.2965332807360829,0.2727272727272727,0.7272727272727273,0.4970449336342045,0.4884878891956556,0.7779840672766412,0.11261550563231267,,,,,,,
14,0.2983820475152654,0.2775551102204409,0.7224448897795591,0.4969562919799216,0.4881146067309236,0.7754912431499285,0.11246314872604961,0.3442235203993904,0.3076923076923077,0.6923076923076923,0.4960808776892148,0.48460463408406795,0.7640522673621878,0.11162117116358392,,,,,,,
