epoch,train_loss,train_error,train_acc,train_soft_ratio,train_score_mean,train_topk_mean,train_score_std,val_loss,val_error,val_acc,val_soft_ratio,val_score_mean,val_topk_mean,val_score_std,test_loss,test_error,test_acc,test_soft_ratio,test_score_mean,test_topk_mean,test_score_std
1,0.435919484056398,0.4939879759519038,0.5060120240480962,0.5044689317325313,0.5182784183439846,0.7540526165662405,0.1146145460983451,0.3458831997757608,0.3916083916083916,0.6083916083916083,0.5170111312316015,0.5686094284682841,0.7721618450396545,0.09610144641100579,,,,,,,
2,0.35457959030950836,0.3837675350701403,0.6162324649298597,0.49888234103251555,0.49582100611829566,0.7654779403804538,0.11286516543589756,0.29220606222540346,0.32167832167832167,0.6783216783216783,0.49645690651206703,0.48609935487066946,0.763070952746418,0.110636073908723,,,,,,,
3,0.3375407245947059,0.374749498997996,0.625250501002004,0.4978414286891062,0.49165962224374554,0.7702636968098088,0.11315763845408937,0.2857462175034143,0.3076923076923077,0.6923076923076923,0.4998127161622881,0.49964928178937285,0.771600153271135,0.11324170970364467,,,,,,,
4,0.32245505775114097,0.3627254509018036,0.6372745490981964,0.4971237217555782,0.488761156140444,0.7693720489650786,0.11066373456213512,0.28008522158423504,0.3356643356643357,0.6643356643356644,0.49693047354271364,0.48797686908628557,0.7657455735273294,0.11123913446184039,,,,,,,
5,0.30592326178422613,0.342685370741483,0.657314629258517,0.49759048345929874,0.4906236126063343,0.7695339044522427,0.10962795716465894,0.2609233181480761,0.32167832167832167,0.6783216783216783,0.4960609830759622,0.48442773760615526,0.7532458125086098,0.10275583584073254,,,,,,,
6,0.3168241979949968,0.35470941883767537,0.6452905811623246,0.49698222659991115,0.4881914969914423,0.7694715145594611,0.10989916696397957,0.29653917622941356,0.36363636363636365,0.6363636363636364,0.49961605543023224,0.49877535661200545,0.775669860047894,0.1056762998728277,,,,,,,
7,0.30507101014047444,0.3406813627254509,0.6593186372745491,0.49719653384599516,0.4890512818384744,0.7709416996142668,0.1099889572898303,0.31916296462547944,0.3356643356643357,0.6643356643356644,0.49679402350545765,0.48739108495362155,0.7619480866860676,0.10419486597965152,,,,,,,
8,0.2984202617521814,0.3246492985971944,0.6753507014028056,0.49718480239172497,0.48900065783090246,0.7709774337335674,0.10936899599105956,0.2845292849713689,0.3146853146853147,0.6853146853146853,0.49973459114561547,0.4993412462356207,0.7895229681805297,0.1146497832915674,,,,,,,
9,0.30532796752036273,0.33867735470941884,0.6613226452905812,0.49722782347746985,0.48918477451813247,0.7710859728062559,0.1107114665639514,0.35661666754346627,0.42657342657342656,0.5734265734265734,0.4944460358653035,0.47788110083633367,0.7251410403034904,0.09152250713343127,,,,,,,
10,0.2847545430071667,0.3026052104208417,0.6973947895791583,0.496416768234574,0.48590478505603296,0.7688865070352573,0.10789307645561252,0.32218330371734144,0.3356643356643357,0.6643356643356644,0.4959291794916967,0.4839774590063762,0.7677984960846134,0.10898783855169517,,,,,,,
11,0.277317493702313,0.281563126252505,0.718436873747495,0.4967330257018248,0.48718943303536794,0.772787462330175,0.10930483810088498,0.3143519743938338,0.27972027972027974,0.7202797202797202,0.49619463690510995,0.4850181767365316,0.7670719520403788,0.10810007361476993,,,,,,,
12,0.2935046120854711,0.25551102204408815,0.7444889779559118,0.49686612729319113,0.48771218249279413,0.7680946301989899,0.10713810685281092,0.3141656610463466,0.26573426573426573,0.7342657342657343,0.498273162366627,0.4933894833067914,0.7748202295986922,0.10817281554788481,,,,,,,
13,0.27274560714084545,0.23246492985971945,0.7675350701402806,0.496754469249196,0.4872592457818364,0.7695885374544856,0.10799304148852303,0.32474666994091095,0.3146853146853147,0.6853146853146853,0.4975643987422223,0.49048022957114906,0.7648511720704032,0.10301456725797974,,,,,,,
test,,,,,,,,,,,,,,,0.2669571692222043,0.3508771929824561,0.6491228070175439,0.49618305867178397,0.4849122989073134,0.7541293693216223,0.10235061023237282
