epoch,train_loss,train_error,train_acc,train_soft_ratio,train_score_mean,train_topk_mean,train_score_std,val_loss,val_error,val_acc,val_soft_ratio,val_score_mean,val_topk_mean,val_score_std,test_loss,test_error,test_acc,test_soft_ratio,test_score_mean,test_topk_mean,test_score_std
1,0.409649221157517,0.46092184368737477,0.5390781563126252,0.5051509981045503,0.5210188000737307,0.7533544493253101,0.11224624052557923,0.3282176574522799,0.32167832167832167,0.6783216783216783,0.5063884587554665,0.5260517063674394,0.786952000814718,0.11572343413555226,,,,,,,
2,0.3529731384207885,0.38877755511022044,0.6112224448897796,0.4999628229466134,0.5001831754056628,0.7686842410771068,0.11564444910495995,0.3017748455692838,0.3146853146853147,0.6853146853146853,0.4977595997857047,0.4913754626795962,0.7733788038050378,0.11567538920415474,,,,,,,
3,0.32673461755592087,0.374749498997996,0.625250501002004,0.49824479655297343,0.4932654302619502,0.7689588733002514,0.11332786978896192,0.3066350049697436,0.35664335664335667,0.6433566433566433,0.4960929107415926,0.4845848556581911,0.7562145375080042,0.10903728425330189,,,,,,,
4,0.32993452754692887,0.3787575150300601,0.6212424849699398,0.4980277715321772,0.4923953606722828,0.7701482458081178,0.11324821592108879,0.30411827381882633,0.35664335664335667,0.6433566433566433,0.4985051338489239,0.49439894934217415,0.7840838033210981,0.1176762346062692,,,,,,,
5,0.347151421236326,0.38276553106212424,0.6172344689378757,0.4988226565067658,0.4955898075250681,0.7705756703275956,0.11245188748889523,0.35364729468222267,0.5034965034965035,0.49650349650349646,0.5003376849047787,0.5015956075875075,0.7642422453923658,0.10937258856976731,,,,,,,
6,0.328764095443314,0.3897795591182365,0.6102204408817635,0.4979241597270201,0.49197062042230116,0.7706374620089311,0.11251465035770425,0.28542376590983853,0.3706293706293706,0.6293706293706294,0.4978349548536581,0.4916142029362125,0.7726807018051615,0.11008905773327875,,,,,,,
7,0.29684795210425385,0.3346693386773547,0.6653306613226453,0.4971534366717558,0.4888870744762535,0.7723788064353929,0.11233414891259913,0.3101941747525772,0.3006993006993007,0.6993006993006994,0.49968794550929035,0.49912102874759195,0.7801388162416178,0.11432834273860366,,,,,,,
8,0.3035961330489429,0.312625250501002,0.687374749498998,0.4973240562514934,0.489579829788638,0.7738252554484503,0.11284586272196832,0.3085584655091479,0.34965034965034963,0.6503496503496504,0.49532463250460324,0.481534287958712,0.7663811653644055,0.11090814060746478,,,,,,,
9,0.2934818470025648,0.312625250501002,0.687374749498998,0.49746751537423334,0.4901421427398263,0.7726757289442366,0.11095154394753994,0.31286642281012933,0.32167832167832167,0.6783216783216783,0.4960795553414138,0.48454124975454554,0.761221213253228,0.10674374583307523,,,,,,,
10,0.30648472695938034,0.3396793587174349,0.6603206412825651,0.49695648064833126,0.48809830402444027,0.7728054328170234,0.11126598611078366,0.31606406200077986,0.3356643356643357,0.6643356643356644,0.49586141547123036,0.48372827772493965,0.7692672876002905,0.10924705779798642,,,,,,,
