epoch,train_loss,train_error,train_acc,train_soft_ratio,train_score_mean,train_topk_mean,train_score_std,val_loss,val_error,val_acc,val_soft_ratio,val_score_mean,val_topk_mean,val_score_std,test_loss,test_error,test_acc,test_soft_ratio,test_score_mean,test_topk_mean,test_score_std
1,0.417865008405057,0.467935871743487,0.5320641282565131,0.5033863184745899,0.513934208210819,0.7543205849990577,0.11027879188609924,0.35203633018463226,0.3986013986013986,0.6013986013986015,0.5058801624324772,0.5235677478196737,0.710350210016424,0.075323054091549,,,,,,,
2,0.3446741449965802,0.38276553106212424,0.6172344689378757,0.49915159587750213,0.4969166448425673,0.7699386365189104,0.11322356961230805,0.28869693960760023,0.32167832167832167,0.6783216783216783,0.49440088534688614,0.4778386702487519,0.7587169991298155,0.11281535278768051,,,,,,,
3,0.3482363602717618,0.3807615230460922,0.6192384769539079,0.4990689017490777,0.49658080348689,0.7692389924206093,0.11120816905756961,0.3312060347387007,0.3356643356643357,0.6643356643356644,0.5028833765666801,0.5120065355009132,0.7842744098051445,0.1162948390416853,,,,,,,
4,0.3295935576927208,0.374749498997996,0.625250501002004,0.4985931956756091,0.49468246393488025,0.7714652438799222,0.11233724631231001,0.2897228550139841,0.3356643356643357,0.6643356643356644,0.4935652530276692,0.4744610804152655,0.7578834442200361,0.11466241153478102,,,,,,,
5,0.31661564282856447,0.3557114228456914,0.6442885771543085,0.4978846304402323,0.49183731476864023,0.7739788139750341,0.1125393333594746,0.3393975884191223,0.4195804195804196,0.5804195804195804,0.4946926077762684,0.4789474264725105,0.7583413537774053,0.10608399180219984,,,,,,,
6,0.3331176934237471,0.35771543086172347,0.6422845691382766,0.49807999404016623,0.49260277737058955,0.7675337299017725,0.11004406046486256,0.3278924193936628,0.38461538461538464,0.6153846153846154,0.5001969143644079,0.5011981583975412,0.7881728829620601,0.1124904796992383,,,,,,,
7,0.2898943782270791,0.33567134268537074,0.6643286573146292,0.4981925685205058,0.49305258364321475,0.7743405470688023,0.11046934321677622,0.3060067677153991,0.34265734265734266,0.6573426573426573,0.4964557369272192,0.48609713959943995,0.7724664338401981,0.11079070653190015,,,,,,,
8,0.29563844144971435,0.3046092184368738,0.6953907815631262,0.4975867025061456,0.49063092068524544,0.7751976035699577,0.11156210452336855,0.2953826803583782,0.32167832167832167,0.6783216783216783,0.4964895488082112,0.48621624822799975,0.7690753296955483,0.10908289499730653,,,,,,,
9,0.2984489322936756,0.30060120240480964,0.6993987975951903,0.4972293074718697,0.4891825391647811,0.7736690681509838,0.11012523170403822,0.3197143643677651,0.34965034965034963,0.6503496503496504,0.49754735327267147,0.4905365876384548,0.7828733247893673,0.11283975783930895,,,,,,,
10,0.30015732498022024,0.2835671342685371,0.7164328657314629,0.4970583446279079,0.4884987968451274,0.7733862811553932,0.11040633149306944,0.3295445718340107,0.2937062937062937,0.7062937062937062,0.4978101072194693,0.4915464023401687,0.7769857361600115,0.11121804609657038,,,,,,,
11,0.3114070772755152,0.280561122244489,0.719438877755511,0.4971503891006023,0.48887514784364755,0.7746074582209329,0.11127836999711105,0.34324179148184253,0.32867132867132864,0.6713286713286714,0.49716423754091865,0.4889434278011322,0.7680622924874713,0.1071412164589286,,,,,,,
12,0.3073572766256028,0.2775551102204409,0.7224448897795591,0.4967913213736547,0.48743675782052215,0.7743691527741945,0.11077365188631705,0.3143809871240096,0.32167832167832167,0.6783216783216783,0.49681992526654595,0.487575746603779,0.7766081503221205,0.11091283742025808,,,,,,,
13,0.3091767565281931,0.2695390781563126,0.7304609218436874,0.49706309851639735,0.48852870295305767,0.7745412152133628,0.11096425220381491,0.3246090064359295,0.32167832167832167,0.6783216783216783,0.49439257758480687,0.4777823335432506,0.7617042207426125,0.10800479168896206,,,,,,,
14,0.30135826874554217,0.26753507014028055,0.7324649298597194,0.49688308594938746,0.4877997509582726,0.7738393253398562,0.11047186978760443,0.3447982924176263,0.3076923076923077,0.6923076923076923,0.4936398861708341,0.47465981147089203,0.7392022621173125,0.09935630503325509,,,,,,,
15,0.2783240875740627,0.24048096192384769,0.7595190380761523,0.49659885905070866,0.48666403823362325,0.7745055156145879,0.11091332517485909,0.36401677053499887,0.32167832167832167,0.6783216783216783,0.495885932362163,0.48378888918803287,0.7681661368041606,0.10705139837716218,,,,,,,
16,0.28456191151199456,0.23547094188376755,0.7645290581162325,0.4967863697685555,0.4874162411313496,0.7751153627623298,0.11078989687786328,0.3758426296127426,0.3356643356643357,0.6643356643356644,0.4960903025173641,0.48465348623849297,0.7754681793959824,0.11047455484667872,,,,,,,
17,0.28781192494418195,0.22845691382765532,0.7715430861723447,0.49689361023042866,0.487857022854632,0.7765488884223248,0.1118873551400203,0.36739410641049586,0.2937062937062937,0.7062937062937062,0.4954381820622024,0.48198606834545005,0.7666268913479118,0.10817086620954797,,,,,,,
18,0.2689681940624315,0.2154308617234469,0.7845691382765532,0.4966294895969555,0.4867844616990529,0.7748671084612548,0.11044450359930376,0.3831372463072722,0.3146853146853147,0.6853146853146853,0.4960242174305282,0.4843071684553907,0.7624882562802389,0.10503865780644249,,,,,,,
test,,,,,,,,,,,,,,,0.3343504416838027,0.3298245614035088,0.6701754385964912,0.4986281811145314,0.4948496413858313,0.780584891009749,0.11280876175753707
