split,prediction,n_cases,accuracy,balanced_accuracy,macro_f1,mae,adjacent_accuracy,qwk,class1_recall,class2_recall,true1_to_pred2_count,true1_to_pred2_ratio,true2_to_pred1_count,true2_to_pred1_ratio
val,default,143,0.7062937062937062,0.7192852192852193,0.7225815763052209,0.32867132867132864,0.965034965034965,0.8263416920553082,0.6756756756756757,0.48717948717948717,9,0.24324324324324326,19,0.48717948717948717
test,default,285,0.6701754385964912,0.6866943866943866,0.6881839830055355,0.3473684210526316,0.9824561403508771,0.8333199195171026,0.6621621621621622,0.38461538461538464,22,0.2972972972972973,41,0.5256410256410257
