split,true_class,n,mean_P_y_gt_0,std_P_y_gt_0,mean_P_y_gt_1,std_P_y_gt_1,mean_P_y_gt_2,std_P_y_gt_2
val,0,32,9.142848057308584e-06,1.0503099554442805e-07,2.1489312800326843e-06,3.6799948439105296e-08,1.8388003510949602e-06,3.7302260244822574e-08
val,1,37,0.999873161315918,9.132468955258508e-05,0.3772709840858305,0.35323006932355777,0.08309825444342317,0.24220360625867463
val,2,39,0.9999053462957724,0.00010034410501918192,0.4974691615654872,0.36089306633755214,0.041592528542073876,0.14124046674560128
val,3,35,0.9999562518937247,4.489416708765459e-05,0.905812289246491,0.19521843983687706,0.661335249577782,0.39385417347702556
test,0,63,9.137123376445195e-06,1.196510909296593e-07,2.1428724599062994e-06,3.604623122204565e-08,1.8325750817085564e-06,3.655444968804643e-08
test,1,74,0.9998864169056351,9.429558862943273e-05,0.38864310075705116,0.3384361526042889,0.052099401823471524,0.1796354004068321
test,2,78,0.9999078336434487,9.424709336856266e-05,0.5072862543165684,0.3773096803129393,0.11322454837723993,0.2517335070444898
test,3,70,0.9999663625444685,2.9917684243025187e-05,0.9291488464389529,0.13144523293872026,0.6627588461286256,0.38718717439716266
