split,n,mean,std,min,q1,median,q3,max,count_between_0.45_0.55,count_below_0.3,count_below_0.2
train,114,0.1598942541893114,0.08904068448438983,0.11375986784696579,0.11756927333772182,0.12037953361868858,0.14364322274923325,0.4936036765575409,4,103,96
